05/01/00	0.5233111323	Dem	
05/01/00	0.08421052632	Reform	
05/01/00	0.9901185771	Rep	
05/02/00	0.5112634672	Dem	
05/02/00	0.009708737864	Reform	
05/02/00	0.9900793651	Rep	
05/03/00	0.5089820359	Dem	
05/03/00	0.009633911368	Reform	
05/03/00	0.9899396378	Rep	
05/04/00	0.5114427861	Dem	
05/04/00	0.009328358209	Reform	
05/04/00	0.9899193548	Rep	
05/05/00	0.5241855874	Dem	
05/05/00	0.00946969697	Reform	
05/05/00	0.9836734694	Rep	
05/06/00	0.511741683	Dem	
05/06/00	1	Reform	
05/06/00	0.9861660079	Rep	
05/07/00	0	Dem	
05/07/00	0.01330798479	Reform	
05/07/00	0.9881188119	Rep	
05/08/00	0.5159045726	Dem	
05/08/00	0.01158301158	Reform	
05/08/00	0.9878296146	Rep	
05/09/00	0.5109780439	Dem	
05/09/00	0.01181102362	Reform	
05/09/00	0.9898989899	Rep	
05/10/00	0.498510427	Dem	
05/10/00	0.009881422925	Reform	
05/10/00	0.9901960784	Rep	
05/11/00	0.496039604	Dem	
05/11/00	0.009920634921	Reform	
05/11/00	0.9883495146	Rep	
05/12/00	0.4945490585	Dem	
05/12/00	0.0119047619	Reform	
05/12/00	1	Rep	
05/13/00	0.498997996	Dem	
05/13/00	0	Reform	
05/13/00	1	Rep	
05/14/00	1	Dem	
05/14/00	0	Reform	
05/14/00	0	Rep	
05/15/00	0.499	Dem	
05/15/00	0.007936507937	Reform	
05/15/00	1	Rep	
05/16/00	0.4911591356	Dem	
05/16/00	0	Reform	
05/16/00	1	Rep	
05/17/00	0.4916420846	Dem	
05/17/00	0	Reform	
05/17/00	0.9923224568	Rep	
05/18/00	0.4736328125	Dem	
05/18/00	0.008032128514	Reform	
05/18/00	0.9926335175	Rep	
05/19/00	0.4557195572	Dem	
05/19/00	0.007984031936	Reform	
05/19/00	0.9932659933	Rep	
05/20/00	0.486777669	Dem	
05/20/00	0.00826446281	Reform	
05/20/00	0.9905482042	Rep	
05/21/00	0.4633204633	Dem	
05/21/00	0.01030927835	Reform	
05/21/00	0.9946332737	Rep	
05/22/00	0.4795204795	Dem	
05/22/00	0.006211180124	Reform	
05/22/00	0.9867424242	Rep	
05/23/00	0.48	Dem	
05/23/00	0.01408450704	Reform	
05/23/00	0.9942638623	Rep	
05/24/00	0.4757281553	Dem	
05/24/00	0.006276150628	Reform	
05/24/00	0.9908256881	Rep	
05/25/00	0.4684418146	Dem	
05/25/00	0.009708737864	Reform	
05/25/00	0.9889908257	Rep	
05/26/00	0.498046875	Dem	
05/26/00	0.01140684411	Reform	
05/26/00	0.9922779923	Rep	
05/27/00	0.5024154589	Dem	
05/27/00	0.007490636704	Reform	
05/27/00	1	Rep	
05/28/00	0.5201177625	Dem	
05/28/00	0	Reform	
05/28/00	0.9898785425	Rep	
05/29/00	1	Dem	
05/29/00	0.01	Reform	
05/29/00	0	Rep	
05/30/00	0.4925373134	Dem	
05/30/00	0.01153846154	Reform	
05/30/00	0.9922178988	Rep	
05/31/00	0.5034280118	Dem	
05/31/00	0.007952286282	Reform	
05/31/00	1	Rep	
06/01/00	0.4950396825	Dem	
06/01/00	0	Reform	
06/01/00	0.9902723735	Rep	
06/02/00	0.513618677	Dem	
06/02/00	1	Reform	
06/02/00	1	Rep	
06/03/00	0	Dem	
06/03/00	0	Reform	
06/03/00	0.994140625	Rep	
06/04/00	0.500984252	Dem	
06/04/00	0.005870841487	Reform	
06/04/00	0.9921722114	Rep	
06/05/00	0.5019762846	Dem	
06/05/00	0.007782101167	Reform	
06/05/00	0.9921259843	Rep	
06/06/00	0.5044510386	Dem	
06/06/00	0.007042253521	Reform	
06/06/00	0.994047619	Rep	
06/09/00	0.5428296439	Dem	
06/09/00	0.005628517824	Reform	
06/09/00	1	Rep	
06/10/00	0.5150631681	Dem	
06/10/00	0	Reform	
06/10/00	1	Rep	
06/11/00	1	Dem	
06/11/00	0	Reform	
06/11/00	0	Rep	
06/12/00	0.5252427184	Dem	
06/12/00	1	Reform	
06/12/00	0.9819277108	Rep	
06/13/00	0	Dem	
06/13/00	0.01669758813	Reform	
06/13/00	0	Rep	
06/14/00	0.5216535433	Dem	
06/14/00	0.01436265709	Reform	
06/14/00	0.9818181818	Rep	
06/15/00	0.5289017341	Dem	
06/15/00	0.01688555347	Reform	
06/15/00	0.9513618677	Rep	
06/16/00	0.5172754195	Dem	
06/16/00	0.04424778761	Reform	
06/16/00	0.972166998	Rep	
06/17/00	0.5304518664	Dem	
06/17/00	0.02554744526	Reform	
06/17/00	1	Rep	
06/18/00	0.5266272189	Dem	
06/18/00	0	Reform	
06/18/00	0.9836065574	Rep	
06/19/00	0.507360157	Dem	
06/19/00	0.01486988848	Reform	
06/19/00	0.9920948617	Rep	
06/20/00	0.5242334322	Dem	
06/20/00	0.007518796992	Reform	
06/20/00	0.9897119342	Rep	
06/21/00	0.5232903865	Dem	
06/21/00	0.009523809524	Reform	
06/21/00	0.9856557377	Rep	
06/22/00	0.5073170732	Dem	
06/22/00	0.01353965184	Reform	
06/22/00	1	Rep	
06/23/00	0.504950495	Dem	
06/23/00	0	Reform	
06/23/00	1	Rep	
06/24/00	0	Dem	
06/24/00	0	Reform	
06/24/00	0	Rep	
06/25/00	0	Dem	
